n_target_profiles,n_target_prices,n_target_reviews,share_with_rating,share_with_reviews,share_gender_known,share_female,share_male,share_remote_available,share_passport_verified,mean_reviews_count,median_reviews_count,mean_rating,median_rating,mean_price_avg,median_price_avg
27052,31237,24132,0.6169968948691409,0.6172186899305042,0.6091601360343043,0.4085834688747597,0.20057666715954459,0.9495046576962887,0.9967839716102321,13.19628862930652,3.0,4.924336468755616,5.0,3422.7080865640105,2000.0
